Rating,MovieId,Title,Director,LeadActor,Votes,CriticScore,IsAction,IsAdventure,IsAnimation,IsBiography,IsComedy,IsCrime,IsDrama,IsRomance,IsFantasy,IsHorror,IsMistery,IsHistory,IsFamily,IsSport,IsWar,IsWestern,IsSciFi,IsThriller
7.8,574,Little Miss Sunshine,Jonathan Dayton,Steve Carell,374044,80,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,575,Bleed for This,Ben Younger,Miles Teller,11900,62,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.8,576,Clash of the Titans,Louis Leterrier,Sam Worthington,238206,39,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.8,577,The Finest Hours,Craig Gillespie,Chris Pine,44425,58,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6.8,578,Tron,Joseph Kosinski,Jeff Bridges,273959,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.6,579,The Hunger Games: Catching Fire,Francis Lawrence,Jennifer Lawrence,525646,76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,580,All Good Things,Andrew Jarecki,Ryan Gosling,44158,57,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4.9,581,Kickboxer: Vengeance,John Stockwell,Dave Bautista,6809,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2,582,The Last Airbender,M. Night Shyamalan,Noah Ringer,125129,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.1,583,Sex Tape,Jake Kasdan,Jason Segel,89885,36,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5.7,584,What to Expect When You're Expecting,Kirk Jones,Cameron Diaz,60059,41,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7.6,585,Moneyball,Bennett Miller,Brad Pitt,297395,87,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.2,586,Ghost Rider,Mark Steven Johnson,Nicolas Cage,190673,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7.2,587,Unbroken,Angelina Jolie,Jack O'Connell,114006,59,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6,588,Immortals,Tarsem Singh,Henry Cavill,142900,46,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7.3,589,Sunshine,Danny Boyle,Cillian Murphy,199860,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7.2,590,Brave,Mark Andrews,Kelly Macdonald,293941,69,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,591,Män som hatar kvinnor,Niels Arden Oplev,Michael Nyqvist,182074,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.2,592,Adoration,Anne Fontaine,Naomi Watts,25208,37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7.1,593,The Drop,Michaël R. Roskam,Tom Hardy,116118,69,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.4,594,She's the Man,Andy Fickman,Amanda Bynes,122864,45,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6.1,595,Daddy's Home,Sean Anders,Will Ferrell,68306,42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7.2,596,Let Me In,Matt Reeves,Kodi Smit-McPhee,97141,79,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6.6,597,Never Back Down,Jeff Wadlow,Sean Faris,84083,39,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6.2,598,Grimsby,Louis Leterrier,Sacha Baron Cohen,63408,44,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.9,599,Moon,Duncan Jones,Sam Rockwell,277123,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7.3,600,Megamind,Tom McGrath,Will Ferrell,183926,63,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,601,Gangster Squad,Ruben Fleischer,Sean Penn,181432,40,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.4,602,Blood Father,Jean-François Richet,Mel Gibson,40357,66,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.4,603,He's Just Not That Into You,Ken Kwapis,Jennifer Aniston,137684,47,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7.2,604,Kung Fu Panda 3,Alessandro Carloni,Jack Black,89791,66,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,605,The Rise of the Krays,Zackary Adler,Matt Vael,1630,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7.4,606,Handsome Devil,John Butler,Fionn O'Shea,338,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.2,607,Winter's Bone,Debra Granik,Jennifer Lawrence,116435,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.9,608,Horrible Bosses,Seth Gordon,Jason Bateman,368556,57,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8.1,609,Mommy,Xavier Dolan,Anne Dorval,33560,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,610,Hellboy II: The Golden Army,Guillermo del Toro,Ron Perlman,216932,78,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.2,611,Beautiful Creatures,Richard LaGravenese,Alice Englert,71822,52,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
7.6,612,Toni Erdmann,Maren Ade,Sandra Hüller,24387,93,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.7,613,The Lovely Bones,Peter Jackson,Rachel Weisz,130702,42,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
7.5,614,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,Brad Pitt,143564,68,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.6,615,Don Jon,Joseph Gordon-Levitt,Joseph Gordon-Levitt,199973,66,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6.3,616,Bastille Day,James Watkins,Idris Elba,21089,48,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4,617,2307: Winter's Dream,Joey Curtis,Paul Sidhu,277,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.9,618,Free State of Jones,Gary Ross,Matthew McConaughey,29895,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.3,619,Mr. Right,Paco Cabezas,Anna Kendrick,30053,52,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.3,620,The Secret Life of Walter Mitty,Ben Stiller,Ben Stiller,249877,54,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7.3,621,Dope,Rick Famuyiwa,Shameik Moore,66400,72,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6.4,622,Underworld Awakening,Måns Mårlind,Kate Beckinsale,127157,39,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6.6,623,Antichrist,Lars von Trier,Willem Dafoe,94069,49,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5.6,624,Friday the 13th,Marcus Nispel,Jared Padalecki,78631,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,625,Taken 3,Olivier Megaton,Liam Neeson,144715,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.3,626,Total Recall,Len Wiseman,Colin Farrell,210965,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,627,X-Men: The Last Stand,Brett Ratner,Patrick Stewart,406540,58,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,628,The Escort,Will Slocombe,Lyndsy Fonseca,7181,46,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6.1,629,The Whole Truth,Courtney Hunt,Keanu Reeves,10700,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.2,630,Night at the Museum: Secret of the Tomb,Shawn Levy,Ben Stiller,74886,47,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6.7,631,Love & Other Drugs,Edward Zwick,Jake Gyllenhaal,151519,55,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6.6,632,The Interview,Evan Goldberg,James Franco,261536,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,633,The Host,Bong Joon Ho,Kang-ho Song,73491,85,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
4.9,634,Megan Is Missing,Michael Goi,Amber Perkins,6683,94,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8.4,635,WALL·E,Andrew Stanton,Ben Burtt,776897,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,636,Knocked Up,Judd Apatow,Seth Rogen,309398,85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.5,637,Source Code,Duncan Jones,Jake Gyllenhaal,404884,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7.3,638,Lawless,John Hillcoat,Tom Hardy,195360,58,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5.6,639,Unfriended,Levan Gabriadze,Heather Sossaman,50402,59,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6.7,640,American Reunion,Jon Hurwitz,Jason Biggs,178471,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,641,The Pursuit of Happyness,Gabriele Muccino,Will Smith,361105,64,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.1,642,Relatos salvajes,Damián Szifron,Darío Grandinetti,110100,77,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4.8,643,The Ridiculous 6,Frank Coraci,Adam Sandler,31149,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7.5,644,Frantz,François Ozon,Pierre Niney,4304,73,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5.5,645,Viral,Henry Joost,Sofia Black-D'Elia,3564,72,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8.2,646,Gran Torino,Clint Eastwood,Clint Eastwood,595779,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.6,647,Burnt,John Wells,Bradley Cooper,76469,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.2,648,Tall Men,Jonathan Holbrook,Dan Crisafulli,173,57,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5.3,649,Sleeping Beauty,Julia Leigh,Emily Browning,27006,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5.6,650,Vampire Academy,Mark Waters,Zoey Deutch,44111,30,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7.4,651,Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,Johnny Depp,296289,83,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6.4,652,Solace,Afonso Poyart,Anthony Hopkins,36300,36,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.8,653,Insidious,James Wan,Patrick Wilson,219916,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.7,654,Popstar: Never Stop Never Stopping,Akiva Schaffer,Andy Samberg,30875,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,655,The Levelling,Hope Dickson Leach,Ellie Kendrick,482,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,656,Public Enemies,Michael Mann,Christian Bale,240323,70,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7.9,657,Boyhood,Richard Linklater,Ellar Coltrane,286722,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.9,658,Teenage Mutant Ninja Turtles,Jonathan Liebesman,Megan Fox,178527,31,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,659,Eastern Promises,David Cronenberg,Naomi Watts,198006,82,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.7,660,The Daughter,Simon Stone,Geoffrey Rush,2798,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,661,Pineapple Express,David Gordon Green,Seth Rogen,267872,64,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6.9,662,The First Time,Jon Kasdan,Dylan O'Brien,54027,55,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7.7,663,Gone Baby Gone,Ben Affleck,Morgan Freeman,206707,72,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.6,664,The Heat,Paul Feig,Sandra Bullock,140151,60,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7.1,665,L'avenir,Mia Hansen-Løve,Isabelle Huppert,5796,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.6,666,Anna Karenina,Joe Wright,Keira Knightley,75291,63,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5.7,667,Regression,Alejandro Amenábar,Ethan Hawke,26320,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.3,668,Ted 2,Seth MacFarlane,Mark Wahlberg,136323,48,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6.5,669,Pain & Gain,Michael Bay,Mark Wahlberg,168875,45,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8,670,Blood Diamond,Edward Zwick,Leonardo DiCaprio,422014,64,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.1,671,Devil's Knot,Atom Egoyan,Colin Firth,15514,42,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.5,672,Child 44,Daniel Espinosa,Tom Hardy,47703,41,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7.6,673,The Hurt Locker,Kathryn Bigelow,Jeremy Renner,352023,94,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
5.6,674,Green Lantern,Martin Campbell,Ryan Reynolds,231907,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.9,675,War on Everyone,John Michael McDonagh,Alexander Skarsgård,9285,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,676,The Mist,Frank Darabont,Thomas Jane,233346,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6.7,677,Escape Plan,Mikael Håfström,Sylvester Stallone,188004,49,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.2,678,"Love, Rosie",Christian Ditter,Lily Collins,80415,44,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6.5,679,The DUFF,Ari Sandel,Mae Whitman,57874,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,680,The Age of Shadows,Jee-woon Kim,Byung-hun Lee,2403,78,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.7,681,The Hunger Games: Mockingjay - Part 1,Francis Lawrence,Jennifer Lawrence,331902,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.5,682,We Need to Talk About Kevin,Lynne Ramsay,Tilda Swinton,104953,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.5,683,Love & Friendship,Whit Stillman,Kate Beckinsale,16164,87,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5.9,684,The Mortal Instruments: City of Bones,Harald Zwart,Lily Collins,112313,33,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7.7,685,Seven Pounds,Gabriele Muccino,Will Smith,245144,36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8,686,The King's Speech,Tom Hooper,Colin Firth,534388,88,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.6,687,Hunger,Steve McQueen,Stuart Graham,54486,82,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.1,688,Jumper,Doug Liman,Hayden Christensen,252503,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.3,689,Toy Story 3,Lee Unkrich,Tom Hanks,586669,92,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,690,Tinker Tailor Soldier Spy,Tomas Alfredson,Gary Oldman,157053,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.4,691,Resident Evil: Retribution,Paul W.S. Anderson,Milla Jovovich,114144,39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7.8,692,Dear Zindagi,Gauri Shinde,Alia Bhatt,23540,56,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.5,693,Genius,Michael Grandage,Colin Firth,10708,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.5,694,Pompeii,Paul W.S. Anderson,Kit Harington,90188,39,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.9,695,Life of Pi,Ang Lee,Suraj Sharma,471109,79,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8.1,696,Hachi: A Dog's Tale,Lasse Hallström,Richard Gere,177602,61,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6.1,697,10 Years,Jamie Linden,Channing Tatum,19636,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7.3,698,I Origins,Mike Cahill,Michael Pitt,86271,57,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
7.2,699,Live Free or Die Hard,Len Wiseman,Bruce Willis,347567,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.5,700,The Matchbreaker,Caleb Vetter,Wesley Elder,1427,44,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6.5,701,Funny Games,Michael Haneke,Naomi Watts,73835,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
7,702,Ted,Seth MacFarlane,Mark Wahlberg,494641,62,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7.1,703,RED,Robert Schwentke,Bruce Willis,250012,60,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6.6,704,Australia,Baz Luhrmann,Nicole Kidman,106115,53,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.5,705,Faster,George Tillman Jr.,Dwayne Johnson,83788,44,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5.8,706,The Neighbor,Marcus Dunstan,Josh Stewart,4754,60,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7.1,707,The Adjustment Bureau,George Nolfi,Matt Damon,208632,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6.5,708,The Hollars,John Krasinski,Sharlto Copley,5908,53,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7.4,709,The Judge,David Dobkin,Robert Downey Jr.,146812,48,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.2,710,Closed Circuit,John Crowley,Eric Bana,18437,50,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6,711,Transformers: Revenge of the Fallen,Michael Bay,Shia LaBeouf,335757,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.6,712,La tortue rouge,Michael Dudok de Wit,Emmanuel Garijo,11482,86,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.3,713,The Book of Life,Jorge R. Gutiérrez,Diego Luna,50388,67,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,714,Incendies,Denis Villeneuve,Lubna Azabal,92863,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.8,715,The Heartbreak Kid,Bobby Farrelly,Ben Stiller,74664,46,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6.5,716,Happy Feet,George Miller,Elijah Wood,141141,77,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6.6,717,Entourage,Doug Ellin,Adrian Grenier,64557,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,718,The Strangers,Bryan Bertino,Scott Speedman,96718,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5.8,719,Noah,Darren Aronofsky,Russell Crowe,209700,68,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.4,720,Neighbors,Nicholas Stoller,Seth Rogen,236500,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,721,Nymphomaniac: Vol. II,Lars von Trier,Charlotte Gainsbourg,65824,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.1,722,Wild,Jean-Marc Vallée,Reese Witherspoon,95553,76,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,723,Grown Ups,Dennis Dugan,Adam Sandler,190385,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,724,Blair Witch,Adam Wingard,James Allen McCune,26088,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.2,725,The Karate Kid,Harald Zwart,Jackie Chan,127983,61,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6.2,726,Dark Shadows,Tim Burton,Johnny Depp,209326,55,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
6.6,727,Friends with Benefits,Will Gluck,Mila Kunis,286543,63,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.6,728,The Illusionist,Neil Burger,Edward Norton,309934,68,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.8,729,The A-Team,Joe Carnahan,Liam Neeson,219116,47,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,730,The Guest,Adam Wingard,Dan Stevens,71069,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.3,731,The Internship,Shawn Levy,Vince Vaughn,166342,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,732,Paul,Greg Mottola,Simon Pegg,201707,57,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6.9,733,This Beautiful Fantastic,Simon Aboud,Jessica Brown Findlay,688,51,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
6.6,734,The Da Vinci Code,Ron Howard,Tom Hanks,338280,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.7,735,Mr. Church,Bruce Beresford,Eddie Murphy,16163,37,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7.5,736,Hugo,Martin Scorsese,Asa Butterfield,259182,83,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5.6,737,The Blackcoat's Daughter,Oz Perkins,Emma Roberts,4155,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7.1,738,Body of Lies,Ridley Scott,Leonardo DiCaprio,182305,57,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5.7,739,Knight of Cups,Terrence Malick,Christian Bale,17439,53,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5.2,740,The Mummy: Tomb of the Dragon Emperor,Rob Cohen,Brendan Fraser,124554,31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.4,741,The Boss,Ben Falcone,Melissa McCarthy,29642,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,742,Hands of Stone,Jonathan Jakubowicz,Edgar Ramírez,8998,54,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.2,743,El secreto de sus ojos,Juan José Campanella,Ricardo Darín,144524,80,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7.6,744,True Grit,Ethan Coen,Jeff Bridges,254904,80,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6.2,745,We Are Your Friends,Max Joseph,Zac Efron,25903,46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.1,746,A Million Ways to Die in the West,Seth MacFarlane,Seth MacFarlane,144779,44,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4.6,747,Only for One Night,Chris Stokes,Brian White,313,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.7,748,Rules Don't Apply,Warren Beatty,Lily Collins,3731,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6.1,749,Ouija: Origin of Evil,Mike Flanagan,Elizabeth Reaser,30035,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5.9,750,Percy Jackson: Sea of Monsters,Thor Freudenthal,Logan Lerman,91684,39,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.2,751,Fracture,Gregory Hoblit,Anthony Hopkins,148943,68,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.5,752,Oculus,Mike Flanagan,Karen Gillan,92875,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.9,753,In Bruges,Martin McDonagh,Colin Farrell,322536,67,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6.3,754,This Means War,McG,Reese Witherspoon,154400,31,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,755,Lída Baarová,Filip Renc,Tatiana Pauhofová,353,64,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7.3,756,The Road,John Hillcoat,Viggo Mortensen,187302,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.2,757,Lavender,Ed Gass-Donnelly,Abbie Cornish,2083,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.6,758,Deuces,Jamal Hill,Larenz Tate,256,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.2,759,Conan the Barbarian,Marcus Nispel,Jason Momoa,84893,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.8,760,The Fighter,David O. Russell,Mark Wahlberg,290056,79,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.5,761,August Rush,Kirsten Sheridan,Freddie Highmore,91229,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.3,762,Chef,Jon Favreau,Jon Favreau,151970,68,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7.3,763,Eye in the Sky,Gavin Hood,Helen Mirren,57826,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
6.6,764,Eagle Eye,D.J. Caruso,Shia LaBeouf,156158,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.7,765,The Purge,James DeMonaco,Ethan Hawke,154588,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
